Table ID,Line,UniqueID,Stub,Data Release
B19325,27,B19325_027,No income,
B19325,28,B19325_028,With income:,
B19325,29,B19325_029,"$1 to $2,499 or loss",
B19325,30,B19325_030,"$2,500 to $4,999",
B19325,31,B19325_031,"$5,000 to $7,499",
B19325,32,B19325_032,"$7,500 to $9,999",
B19325,33,B19325_033,"$10,000 to $12,499",
B19325,34,B19325_034,"$12,500 to $14,999",
B19325,35,B19325_035,"$15,000 to $17,499",
B19325,36,B19325_036,"$17,500 to $19,999",
B19325,37,B19325_037,"$20,000 to $22,499",
B19325,38,B19325_038,"$22,500 to $24,999",
B19325,39,B19325_039,"$25,000 to $29,999",
B19325,40,B19325_040,"$30,000 to $34,999",
B19325,41,B19325_041,"$35,000 to $39,999",
B19325,42,B19325_042,"$40,000 to $44,999",
B19325,43,B19325_043,"$45,000 to $49,999",
B19325,44,B19325_044,"$50,000 to $54,999",
B19325,45,B19325_045,"$55,000 to $64,999",
B19325,46,B19325_046,"$65,000 to $74,999",
B19325,47,B19325_047,"$75,000 to $99,999",
B19325,48,B19325_048,"$100,000 or more",
B19325,49,B19325_049,Female:,
B19325,50,B19325_050,"Worked full-time, year-round in the past 12 months:",
B19325,51,B19325_051,No income,
B19325,52,B19325_052,With income:,
B19325,53,B19325_053,"$1 to $2,499 or loss",
B19325,54,B19325_054,"$2,500 to $4,999",
B19325,55,B19325_055,"$5,000 to $7,499",
B19325,56,B19325_056,"$7,500 to $9,999",
B19325,57,B19325_057,"$10,000 to $12,499",
B19325,58,B19325_058,"$12,500 to $14,999",
B19325,59,B19325_059,"$15,000 to $17,499",
B19325,60,B19325_060,"$17,500 to $19,999",
B19325,61,B19325_061,"$20,000 to $22,499",
B19325,62,B19325_062,"$22,500 to $24,999",
B19325,63,B19325_063,"$25,000 to $29,999",
B19325,64,B19325_064,"$30,000 to $34,999",
B19325,65,B19325_065,"$35,000 to $39,999",
B19325,66,B19325_066,"$40,000 to $44,999",
B19325,67,B19325_067,"$45,000 to $49,999",
B19325,68,B19325_068,"$50,000 to $54,999",
B19325,69,B19325_069,"$55,000 to $64,999",
B19325,70,B19325_070,"$65,000 to $74,999",
B19325,71,B19325_071,"$75,000 to $99,999",
B19325,72,B19325_072,"$100,000 or more",
B19325,73,B19325_073,Other:,
B19325,74,B19325_074,No income,
B19325,75,B19325_075,With income:,
B19325,76,B19325_076,"$1 to $2,499 or loss",
B19325,77,B19325_077,"$2,500 to $4,999",
B19325,78,B19325_078,"$5,000 to $7,499",
B19325,79,B19325_079,"$7,500 to $9,999",
B19325,80,B19325_080,"$10,000 to $12,499",
B19325,81,B19325_081,"$12,500 to $14,999",
B19325,82,B19325_082,"$15,000 to $17,499",
B19325,83,B19325_083,"$17,500 to $19,999",
B19325,84,B19325_084,"$20,000 to $22,499",
B19325,85,B19325_085,"$22,500 to $24,999",
B19325,86,B19325_086,"$25,000 to $29,999",
B19325,87,B19325_087,"$30,000 to $34,999",
B19325,88,B19325_088,"$35,000 to $39,999",
B19325,89,B19325_089,"$40,000 to $44,999",
B19325,90,B19325_090,"$45,000 to $49,999",
B19325,91,B19325_091,"$50,000 to $54,999",
B19325,92,B19325_092,"$55,000 to $64,999",
B19325,93,B19325_093,"$65,000 to $74,999",
B19325,94,B19325_094,"$75,000 to $99,999",
B19325,95,B19325_095,"$100,000 or more",
,,,,
B19326, ,,MEDIAN INCOME IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS FOR THE POPULATION 15 YEARS AND OVER WITH INCOME,"1,5"
B19326, ,,Universe:  Population 15 years and over with income in the past 12 months,
B19326,0.5,,Median income in the past 12 months (in 2018 inflation-adjusted dollars) --,
B19326,1,B19326_001,Total (dollars):,
B19326,1.5,,Male --,
B19326,2,B19326_002,Total (dollars),
B19326,3,B19326_003,"Worked full-time, year-round in the past 12 months (dollars)",
B19326,4,B19326_004,Other (dollars),
B19326,4.5,,Female --,
B19326,5,B19326_005,Total (dollars),
B19326,6,B19326_006,"Worked full-time, year-round in the past 12 months (dollars)",
B19326,7,B19326_007,Other (dollars),
,,,,
B20001, ,,SEX BY EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,"1,5"
B20001, ,,Universe:  Population 16 years and over with earnings,
B20001,1,B20001_001,Total:,
B20001,2,B20001_002,Male:,
B20001,3,B20001_003,"$1 to $2,499 or loss",
B20001,4,B20001_004,"$2,500 to $4,999",
B20001,5,B20001_005,"$5,000 to $7,499",
B20001,6,B20001_006,"$7,500 to $9,999",
B20001,7,B20001_007,"$10,000 to $12,499",
B20001,8,B20001_008,"$12,500 to $14,999",
B20001,9,B20001_009,"$15,000 to $17,499",
B20001,10,B20001_010,"$17,500 to $19,999",
B20001,11,B20001_011,"$20,000 to $22,499",
B20001,12,B20001_012,"$22,500 to $24,999",
B20001,13,B20001_013,"$25,000 to $29,999",
B20001,14,B20001_014,"$30,000 to $34,999",
B20001,15,B20001_015,"$35,000 to $39,999",
B20001,16,B20001_016,"$40,000 to $44,999",
B20001,17,B20001_017,"$45,000 to $49,999",
B20001,18,B20001_018,"$50,000 to $54,999",
B20001,19,B20001_019,"$55,000 to $64,999",
B20001,20,B20001_020,"$65,000 to $74,999",
B20001,21,B20001_021,"$75,000 to $99,999",
B20001,22,B20001_022,"$100,000 or more",
B20001,23,B20001_023,Female:,
B20001,24,B20001_024,"$1 to $2,499 or loss",
B20001,25,B20001_025,"$2,500 to $4,999",
B20001,26,B20001_026,"$5,000 to $7,499",
B20001,27,B20001_027,"$7,500 to $9,999",
B20001,28,B20001_028,"$10,000 to $12,499",
B20001,29,B20001_029,"$12,500 to $14,999",
B20001,30,B20001_030,"$15,000 to $17,499",
B20001,31,B20001_031,"$17,500 to $19,999",
B20001,32,B20001_032,"$20,000 to $22,499",
B20001,33,B20001_033,"$22,500 to $24,999",
B20001,34,B20001_034,"$25,000 to $29,999",
B20001,35,B20001_035,"$30,000 to $34,999",
B20001,36,B20001_036,"$35,000 to $39,999",
B20001,37,B20001_037,"$40,000 to $44,999",
B20001,38,B20001_038,"$45,000 to $49,999",
B20001,39,B20001_039,"$50,000 to $54,999",
B20001,40,B20001_040,"$55,000 to $64,999",
B20001,41,B20001_041,"$65,000 to $74,999",
B20001,42,B20001_042,"$75,000 to $99,999",
B20001,43,B20001_043,"$100,000 or more",
,,,,
B20002, ,,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) BY SEX FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS IN THE PAST 12 MONTHS,"1,5"
B20002, ,,Universe:  Population 16 years and over with earnings,
B20002,0.5,,Median earnings in the past 12 months (in 2018 inflation-adjusted dollars) --,
B20002,1,B20002_001,Total:,
B20002,2,B20002_002,Male,
B20002,3,B20002_003,Female,
,,,,
B20003, ,,AGGREGATE EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) BY SEX BY WORK EXPERIENCE FOR THE POPULATION 16 YEARS AND OVER WITH EARNINGS,"1,5"
B20003,,,Universe:  Population 16 years and over with earnings,
B20003,1,B20003_001,Aggregate earnings in the past 12 months (in 2018 inflation-adjusted dollars):,
B20003,2,B20003_002,Male:,
B20003,3,B20003_003,"Worked full-time, year-round in the past 12 months",
B20003,4,B20003_004,Other,
B20003,5,B20003_005,Female:,
B20003,6,B20003_006,"Worked full-time, year-round in the past 12 months",
B20003,7,B20003_007,Other,
,,,,
B20004, ,,MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) BY SEX BY EDUCATIONAL ATTAINMENT FOR THE POPULATION 25 YEARS AND OVER,"1,5"
B20004, ,,Universe:  Population 25 years and over with earnings,
B20004,1,B20004_001,Total:,
B20004,2,B20004_002, Less than high school graduate,
B20004,3,B20004_003, High school graduate (includes equivalency),
B20004,4,B20004_004, Some college or associate's degree,
B20004,5,B20004_005, Bachelor's degree,
B20004,6,B20004_006, Graduate or professional degree,
B20004,7,B20004_007,Male:,
B20004,8,B20004_008, Less than high school graduate,
B20004,9,B20004_009, High school graduate (includes equivalency),
B20004,10,B20004_010, Some college or associate's degree,
B20004,11,B20004_011, Bachelor's degree,
B20004,12,B20004_012, Graduate or professional degree,
B20004,13,B20004_013,Female:,
B20004,14,B20004_014, Less than high school graduate,
B20004,15,B20004_015, High school graduate (includes equivalency),
B20004,16,B20004_016, Some college or associate's degree,
B20004,17,B20004_017, Bachelor's degree,
B20004,18,B20004_018, Graduate or professional degree,
,,,,
B20005, ,,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER,"1,5"
B20005, ,,Universe:  Population 16 years and over,
B20005,1,B20005_001,Total:,
B20005,2,B20005_002,Male:,
B20005,3,B20005_003,"Worked full-time, year-round in the past 12 months:",
B20005,4,B20005_004,No earnings,
B20005,5,B20005_005,With earnings:,
B20005,6,B20005_006,"$1 to $2,499 or loss",
B20005,7,B20005_007,"$2,500 to $4,999",
B20005,8,B20005_008,"$5,000 to $7,499",
B20005,9,B20005_009,"$7,500 to $9,999",
B20005,10,B20005_010,"$10,000 to $12,499",
B20005,11,B20005_011,"$12,500 to $14,999",
B20005,12,B20005_012,"$15,000 to $17,499",
B20005,13,B20005_013,"$17,500 to $19,999",
B20005,14,B20005_014,"$20,000 to $22,499",
B20005,15,B20005_015,"$22,500 to $24,999",
B20005,16,B20005_016,"$25,000 to $29,999",
B20005,17,B20005_017,"$30,000 to $34,999",
B20005,18,B20005_018,"$35,000 to $39,999",
B20005,19,B20005_019,"$40,000 to $44,999",
B20005,20,B20005_020,"$45,000 to $49,999",
B20005,21,B20005_021,"$50,000 to $54,999",
B20005,22,B20005_022,"$55,000 to $64,999",
B20005,23,B20005_023,"$65,000 to $74,999",
B20005,24,B20005_024,"$75,000 to $99,999",
B20005,25,B20005_025,"$100,000 or more",
B20005,26,B20005_026,Other:,
B20005,27,B20005_027,No earnings,
B20005,28,B20005_028,With earnings:,
B20005,29,B20005_029,"$1 to $2,499 or loss",
B20005,30,B20005_030,"$2,500 to $4,999",
B20005,31,B20005_031,"$5,000 to $7,499",
B20005,32,B20005_032,"$7,500 to $9,999",
B20005,33,B20005_033,"$10,000 to $12,499",
B20005,34,B20005_034,"$12,500 to $14,999",
B20005,35,B20005_035,"$15,000 to $17,499",
B20005,36,B20005_036,"$17,500 to $19,999",
B20005,37,B20005_037,"$20,000 to $22,499",
B20005,38,B20005_038,"$22,500 to $24,999",
B20005,39,B20005_039,"$25,000 to $29,999",
B20005,40,B20005_040,"$30,000 to $34,999",
B20005,41,B20005_041,"$35,000 to $39,999",
B20005,42,B20005_042,"$40,000 to $44,999",
B20005,43,B20005_043,"$45,000 to $49,999",
B20005,44,B20005_044,"$50,000 to $54,999",
B20005,45,B20005_045,"$55,000 to $64,999",
B20005,46,B20005_046,"$65,000 to $74,999",
B20005,47,B20005_047,"$75,000 to $99,999",
B20005,48,B20005_048,"$100,000 or more",
B20005,49,B20005_049,Female:,
B20005,50,B20005_050,"Worked full-time, year-round in the past 12 months:",
B20005,51,B20005_051,No earnings,
B20005,52,B20005_052,With earnings:,
B20005,53,B20005_053,"$1 to $2,499 or loss",
B20005,54,B20005_054,"$2,500 to $4,999",
B20005,55,B20005_055,"$5,000 to $7,499",
B20005,56,B20005_056,"$7,500 to $9,999",
B20005,57,B20005_057,"$10,000 to $12,499",
B20005,58,B20005_058,"$12,500 to $14,999",
B20005,59,B20005_059,"$15,000 to $17,499",
B20005,60,B20005_060,"$17,500 to $19,999",
B20005,61,B20005_061,"$20,000 to $22,499",
B20005,62,B20005_062,"$22,500 to $24,999",
B20005,63,B20005_063,"$25,000 to $29,999",
B20005,64,B20005_064,"$30,000 to $34,999",
B20005,65,B20005_065,"$35,000 to $39,999",
B20005,66,B20005_066,"$40,000 to $44,999",
B20005,67,B20005_067,"$45,000 to $49,999",
B20005,68,B20005_068,"$50,000 to $54,999",
B20005,69,B20005_069,"$55,000 to $64,999",
B20005,70,B20005_070,"$65,000 to $74,999",
B20005,71,B20005_071,"$75,000 to $99,999",
B20005,72,B20005_072,"$100,000 or more",
B20005,73,B20005_073,Other:,
B20005,74,B20005_074,No earnings,
B20005,75,B20005_075,With earnings:,
B20005,76,B20005_076,"$1 to $2,499 or loss",
B20005,77,B20005_077,"$2,500 to $4,999",
B20005,78,B20005_078,"$5,000 to $7,499",
B20005,79,B20005_079,"$7,500 to $9,999",
B20005,80,B20005_080,"$10,000 to $12,499",
B20005,81,B20005_081,"$12,500 to $14,999",
B20005,82,B20005_082,"$15,000 to $17,499",
B20005,83,B20005_083,"$17,500 to $19,999",
B20005,84,B20005_084,"$20,000 to $22,499",
B20005,85,B20005_085,"$22,500 to $24,999",
B20005,86,B20005_086,"$25,000 to $29,999",
B20005,87,B20005_087,"$30,000 to $34,999",
B20005,88,B20005_088,"$35,000 to $39,999",
B20005,89,B20005_089,"$40,000 to $44,999",
B20005,90,B20005_090,"$45,000 to $49,999",
B20005,91,B20005_091,"$50,000 to $54,999",
B20005,92,B20005_092,"$55,000 to $64,999",
B20005,93,B20005_093,"$65,000 to $74,999",
B20005,94,B20005_094,"$75,000 to $99,999",
B20005,95,B20005_095,"$100,000 or more",
,,,,
B20005A, ,,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (WHITE ALONE),"1,5"
B20005A, ,,Universe:  White alone population 16 years and over,
B20005A,1,B20005A_001,Total:,
B20005A,2,B20005A_002,Male:,
B20005A,3,B20005A_003,"Worked full-time, year-round in the past 12 months:",
B20005A,4,B20005A_004,No earnings,
B20005A,5,B20005A_005,With earnings:,
B20005A,6,B20005A_006,"$1 to $2,499 or loss",
B20005A,7,B20005A_007,"$2,500 to $4,999",
B20005A,8,B20005A_008,"$5,000 to $7,499",
B20005A,9,B20005A_009,"$7,500 to $9,999",
B20005A,10,B20005A_010,"$10,000 to $12,499",
B20005A,11,B20005A_011,"$12,500 to $14,999",
B20005A,12,B20005A_012,"$15,000 to $17,499",
B20005A,13,B20005A_013,"$17,500 to $19,999",
B20005A,14,B20005A_014,"$20,000 to $22,499",
B20005A,15,B20005A_015,"$22,500 to $24,999",
B20005A,16,B20005A_016,"$25,000 to $29,999",
B20005A,17,B20005A_017,"$30,000 to $34,999",
B20005A,18,B20005A_018,"$35,000 to $39,999",
B20005A,19,B20005A_019,"$40,000 to $44,999",
B20005A,20,B20005A_020,"$45,000 to $49,999",
B20005A,21,B20005A_021,"$50,000 to $54,999",
B20005A,22,B20005A_022,"$55,000 to $64,999",
B20005A,23,B20005A_023,"$65,000 to $74,999",
B20005A,24,B20005A_024,"$75,000 to $99,999",
B20005A,25,B20005A_025,"$100,000 or more",
B20005A,26,B20005A_026,Other:,
B20005A,27,B20005A_027,No earnings,
B20005A,28,B20005A_028,With earnings:,
B20005A,29,B20005A_029,"$1 to $2,499 or loss",
B20005A,30,B20005A_030,"$2,500 to $4,999",
B20005A,31,B20005A_031,"$5,000 to $7,499",
B20005A,32,B20005A_032,"$7,500 to $9,999",
B20005A,33,B20005A_033,"$10,000 to $12,499",
B20005A,34,B20005A_034,"$12,500 to $14,999",
B20005A,35,B20005A_035,"$15,000 to $17,499",
B20005A,36,B20005A_036,"$17,500 to $19,999",
B20005A,37,B20005A_037,"$20,000 to $22,499",
B20005A,38,B20005A_038,"$22,500 to $24,999",
B20005A,39,B20005A_039,"$25,000 to $29,999",
B20005A,40,B20005A_040,"$30,000 to $34,999",
B20005A,41,B20005A_041,"$35,000 to $39,999",
B20005A,42,B20005A_042,"$40,000 to $44,999",
B20005A,43,B20005A_043,"$45,000 to $49,999",
B20005A,44,B20005A_044,"$50,000 to $54,999",
B20005A,45,B20005A_045,"$55,000 to $64,999",
B20005A,46,B20005A_046,"$65,000 to $74,999",
B20005A,47,B20005A_047,"$75,000 to $99,999",
B20005A,48,B20005A_048,"$100,000 or more",
B20005A,49,B20005A_049,Female:,
B20005A,50,B20005A_050,"Worked full-time, year-round in the past 12 months:",
B20005A,51,B20005A_051,No earnings,
B20005A,52,B20005A_052,With earnings:,
B20005A,53,B20005A_053,"$1 to $2,499 or loss",
B20005A,54,B20005A_054,"$2,500 to $4,999",
B20005A,55,B20005A_055,"$5,000 to $7,499",
B20005A,56,B20005A_056,"$7,500 to $9,999",
B20005A,57,B20005A_057,"$10,000 to $12,499",
B20005A,58,B20005A_058,"$12,500 to $14,999",
B20005A,59,B20005A_059,"$15,000 to $17,499",
B20005A,60,B20005A_060,"$17,500 to $19,999",
B20005A,61,B20005A_061,"$20,000 to $22,499",
B20005A,62,B20005A_062,"$22,500 to $24,999",
B20005A,63,B20005A_063,"$25,000 to $29,999",
B20005A,64,B20005A_064,"$30,000 to $34,999",
B20005A,65,B20005A_065,"$35,000 to $39,999",
B20005A,66,B20005A_066,"$40,000 to $44,999",
B20005A,67,B20005A_067,"$45,000 to $49,999",
B20005A,68,B20005A_068,"$50,000 to $54,999",
B20005A,69,B20005A_069,"$55,000 to $64,999",
B20005A,70,B20005A_070,"$65,000 to $74,999",
B20005A,71,B20005A_071,"$75,000 to $99,999",
B20005A,72,B20005A_072,"$100,000 or more",
B20005A,73,B20005A_073,Other:,
B20005A,74,B20005A_074,No earnings,
B20005A,75,B20005A_075,With earnings:,
B20005A,76,B20005A_076,"$1 to $2,499 or loss",
B20005A,77,B20005A_077,"$2,500 to $4,999",
B20005A,78,B20005A_078,"$5,000 to $7,499",
B20005A,79,B20005A_079,"$7,500 to $9,999",
B20005A,80,B20005A_080,"$10,000 to $12,499",
B20005A,81,B20005A_081,"$12,500 to $14,999",
B20005A,82,B20005A_082,"$15,000 to $17,499",
B20005A,83,B20005A_083,"$17,500 to $19,999",
B20005A,84,B20005A_084,"$20,000 to $22,499",
B20005A,85,B20005A_085,"$22,500 to $24,999",
B20005A,86,B20005A_086,"$25,000 to $29,999",
B20005A,87,B20005A_087,"$30,000 to $34,999",
B20005A,88,B20005A_088,"$35,000 to $39,999",
B20005A,89,B20005A_089,"$40,000 to $44,999",
B20005A,90,B20005A_090,"$45,000 to $49,999",
B20005A,91,B20005A_091,"$50,000 to $54,999",
B20005A,92,B20005A_092,"$55,000 to $64,999",
B20005A,93,B20005A_093,"$65,000 to $74,999",
B20005A,94,B20005A_094,"$75,000 to $99,999",
B20005A,95,B20005A_095,"$100,000 or more",
,,,,
B20005B, ,,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (BLACK OR AFRICAN AMERICAN ALONE),"1,5"
B20005B, ,,Universe:  Black or African American alone population 16 years and over,
B20005B,1,B20005B_001,Total:,
B20005B,2,B20005B_002,Male:,
B20005B,3,B20005B_003,"Worked full-time, year-round in the past 12 months:",
B20005B,4,B20005B_004,No earnings,
B20005B,5,B20005B_005,With earnings:,
B20005B,6,B20005B_006,"$1 to $2,499 or loss",
B20005B,7,B20005B_007,"$2,500 to $4,999",
B20005B,8,B20005B_008,"$5,000 to $7,499",
B20005B,9,B20005B_009,"$7,500 to $9,999",
B20005B,10,B20005B_010,"$10,000 to $12,499",
B20005B,11,B20005B_011,"$12,500 to $14,999",
B20005B,12,B20005B_012,"$15,000 to $17,499",
B20005B,13,B20005B_013,"$17,500 to $19,999",
B20005B,14,B20005B_014,"$20,000 to $22,499",
B20005B,15,B20005B_015,"$22,500 to $24,999",
B20005B,16,B20005B_016,"$25,000 to $29,999",
B20005B,17,B20005B_017,"$30,000 to $34,999",
B20005B,18,B20005B_018,"$35,000 to $39,999",
B20005B,19,B20005B_019,"$40,000 to $44,999",
B20005B,20,B20005B_020,"$45,000 to $49,999",
B20005B,21,B20005B_021,"$50,000 to $54,999",
B20005B,22,B20005B_022,"$55,000 to $64,999",
B20005B,23,B20005B_023,"$65,000 to $74,999",
B20005B,24,B20005B_024,"$75,000 to $99,999",
B20005B,25,B20005B_025,"$100,000 or more",
B20005B,26,B20005B_026,Other:,
B20005B,27,B20005B_027,No earnings,
B20005B,28,B20005B_028,With earnings:,
B20005B,29,B20005B_029,"$1 to $2,499 or loss",
B20005B,30,B20005B_030,"$2,500 to $4,999",
B20005B,31,B20005B_031,"$5,000 to $7,499",
B20005B,32,B20005B_032,"$7,500 to $9,999",
B20005B,33,B20005B_033,"$10,000 to $12,499",
B20005B,34,B20005B_034,"$12,500 to $14,999",
B20005B,35,B20005B_035,"$15,000 to $17,499",
B20005B,36,B20005B_036,"$17,500 to $19,999",
B20005B,37,B20005B_037,"$20,000 to $22,499",
B20005B,38,B20005B_038,"$22,500 to $24,999",
B20005B,39,B20005B_039,"$25,000 to $29,999",
B20005B,40,B20005B_040,"$30,000 to $34,999",
B20005B,41,B20005B_041,"$35,000 to $39,999",
B20005B,42,B20005B_042,"$40,000 to $44,999",
B20005B,43,B20005B_043,"$45,000 to $49,999",
B20005B,44,B20005B_044,"$50,000 to $54,999",
B20005B,45,B20005B_045,"$55,000 to $64,999",
B20005B,46,B20005B_046,"$65,000 to $74,999",
B20005B,47,B20005B_047,"$75,000 to $99,999",
B20005B,48,B20005B_048,"$100,000 or more",
B20005B,49,B20005B_049,Female:,
B20005B,50,B20005B_050,"Worked full-time, year-round in the past 12 months:",
B20005B,51,B20005B_051,No earnings,
B20005B,52,B20005B_052,With earnings:,
B20005B,53,B20005B_053,"$1 to $2,499 or loss",
B20005B,54,B20005B_054,"$2,500 to $4,999",
B20005B,55,B20005B_055,"$5,000 to $7,499",
B20005B,56,B20005B_056,"$7,500 to $9,999",
B20005B,57,B20005B_057,"$10,000 to $12,499",
B20005B,58,B20005B_058,"$12,500 to $14,999",
B20005B,59,B20005B_059,"$15,000 to $17,499",
B20005B,60,B20005B_060,"$17,500 to $19,999",
B20005B,61,B20005B_061,"$20,000 to $22,499",
B20005B,62,B20005B_062,"$22,500 to $24,999",
B20005B,63,B20005B_063,"$25,000 to $29,999",
B20005B,64,B20005B_064,"$30,000 to $34,999",
B20005B,65,B20005B_065,"$35,000 to $39,999",
B20005B,66,B20005B_066,"$40,000 to $44,999",
B20005B,67,B20005B_067,"$45,000 to $49,999",
B20005B,68,B20005B_068,"$50,000 to $54,999",
B20005B,69,B20005B_069,"$55,000 to $64,999",
B20005B,70,B20005B_070,"$65,000 to $74,999",
B20005B,71,B20005B_071,"$75,000 to $99,999",
B20005B,72,B20005B_072,"$100,000 or more",
B20005B,73,B20005B_073,Other:,
B20005B,74,B20005B_074,No earnings,
B20005B,75,B20005B_075,With earnings:,
B20005B,76,B20005B_076,"$1 to $2,499 or loss",
B20005B,77,B20005B_077,"$2,500 to $4,999",
B20005B,78,B20005B_078,"$5,000 to $7,499",
B20005B,79,B20005B_079,"$7,500 to $9,999",
B20005B,80,B20005B_080,"$10,000 to $12,499",
B20005B,81,B20005B_081,"$12,500 to $14,999",
B20005B,82,B20005B_082,"$15,000 to $17,499",
B20005B,83,B20005B_083,"$17,500 to $19,999",
B20005B,84,B20005B_084,"$20,000 to $22,499",
B20005B,85,B20005B_085,"$22,500 to $24,999",
B20005B,86,B20005B_086,"$25,000 to $29,999",
B20005B,87,B20005B_087,"$30,000 to $34,999",
B20005B,88,B20005B_088,"$35,000 to $39,999",
B20005B,89,B20005B_089,"$40,000 to $44,999",
B20005B,90,B20005B_090,"$45,000 to $49,999",
B20005B,91,B20005B_091,"$50,000 to $54,999",
B20005B,92,B20005B_092,"$55,000 to $64,999",
B20005B,93,B20005B_093,"$65,000 to $74,999",
B20005B,94,B20005B_094,"$75,000 to $99,999",
B20005B,95,B20005B_095,"$100,000 or more",
,,,,
B20005C, ,,SEX BY WORK EXPERIENCE IN THE PAST 12 MONTHS BY EARNINGS IN THE PAST 12 MONTHS (IN 2018 INFLATION-ADJUSTED DOLLARS) FOR THE POPULATION 16 YEARS AND OVER (AMERICAN INDIAN AND ALASKA NATIVE ALONE),"1,5"
B20005C, ,,Universe:  American Indian and Alaska Native alone population 16 years and over,
B20005C,1,B20005C_001,Total:,
B20005C,2,B20005C_002,Male:,
B20005C,3,B20005C_003,"Worked full-time, year-round in the past 12 months:",
B20005C,4,B20005C_004,No earnings,
B20005C,5,B20005C_005,With earnings:,
B20005C,6,B20005C_006,"$1 to $2,499 or loss",
B20005C,7,B20005C_007,"$2,500 to $4,999",
B20005C,8,B20005C_008,"$5,000 to $7,499",
B20005C,9,B20005C_009,"$7,500 to $9,999",
B20005C,10,B20005C_010,"$10,000 to $12,499",
B20005C,11,B20005C_011,"$12,500 to $14,999",
B20005C,12,B20005C_012,"$15,000 to $17,499",
B20005C,13,B20005C_013,"$17,500 to $19,999",
B20005C,14,B20005C_014,"$20,000 to $22,499",
B20005C,15,B20005C_015,"$22,500 to $24,999",
B20005C,16,B20005C_016,"$25,000 to $29,999",
B20005C,17,B20005C_017,"$30,000 to $34,999",
B20005C,18,B20005C_018,"$35,000 to $39,999",
B20005C,19,B20005C_019,"$40,000 to $44,999",
B20005C,20,B20005C_020,"$45,000 to $49,999",
B20005C,21,B20005C_021,"$50,000 to $54,999",
B20005C,22,B20005C_022,"$55,000 to $64,999",
B20005C,23,B20005C_023,"$65,000 to $74,999",
B20005C,24,B20005C_024,"$75,000 to $99,999",
B20005C,25,B20005C_025,"$100,000 or more",
B20005C,26,B20005C_026,Other:,
B20005C,27,B20005C_027,No earnings,
B20005C,28,B20005C_028,With earnings:,
B20005C,29,B20005C_029,"$1 to $2,499 or loss",
B20005C,30,B20005C_030,"$2,500 to $4,999",
B20005C,31,B20005C_031,"$5,000 to $7,499",
B20005C,32,B20005C_032,"$7,500 to $9,999",
B20005C,33,B20005C_033,"$10,000 to $12,499",
B20005C,34,B20005C_034,"$12,500 to $14,999",
B20005C,35,B20005C_035,"$15,000 to $17,499",
B20005C,36,B20005C_036,"$17,500 to $19,999",
B20005C,37,B20005C_037,"$20,000 to $22,499",
B20005C,38,B20005C_038,"$22,500 to $24,999",
B20005C,39,B20005C_039,"$25,000 to $29,999",
B20005C,40,B20005C_040,"$30,000 to $34,999",
B20005C,41,B20005C_041,"$35,000 to $39,999",
B20005C,42,B20005C_042,"$40,000 to $44,999",
B20005C,43,B20005C_043,"$45,000 to $49,999",
B20005C,44,B20005C_044,"$50,000 to $54,999",
B20005C,45,B20005C_045,"$55,000 to $64,999",
B20005C,46,B20005C_046,"$65,000 to $74,999",
B20005C,47,B20005C_047,"$75,000 to $99,999",
B20005C,48,B20005C_048,"$100,000 or more",
B20005C,49,B20005C_049,Female:,
B20005C,50,B20005C_050,"Worked full-time, year-round in the past 12 months:",
B20005C,51,B20005C_051,No earnings,
B20005C,52,B20005C_052,With earnings:,
B20005C,53,B20005C_053,"$1 to $2,499 or loss",
B20005C,54,B20005C_054,"$2,500 to $4,999",
B20005C,55,B20005C_055,"$5,000 to $7,499",
B20005C,56,B20005C_056,"$7,500 to $9,999",
B20005C,57,B20005C_057,"$10,000 to $12,499",
B20005C,58,B20005C_058,"$12,500 to $14,999",
B20005C,59,B20005C_059,"$15,000 to $17,499",
B20005C,60,B20005C_060,"$17,500 to $19,999",
B20005C,61,B20005C_061,"$20,000 to $22,499",
B20005C,62,B20005C_062,"$22,500 to $24,999",
B20005C,63,B20005C_063,"$25,000 to $29,999",
B20005C,64,B20005C_064,"$30,000 to $34,999",
